FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,color
t_travospublic_measure_5m.25032234.202505160710,85,22,5110100,1,20250516,710,117,20,1,0,0,0,0,173,22,4,0,0,0,0,3,202505160710,35.15213957400704,138.9246216,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032235.202505160710,85,22,5110105,1,20250516,710,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,202505160710,35.14274842399481,138.8710284,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032236.202505160710,85,22,5110107,1,20250516,710,26,10,0,0,0,0,0,0,0,0,0,0,1,0,3,202505160710,35.16311303402133,139.002312,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032237.202505160710,85,22,5110109,1,20250516,710,43,5,1,0,0,0,0,50,5,0,0,0,0,0,3,202505160710,35.118767763963525,138.9293772,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032238.202505160710,85,22,5110111,1,20250516,710,,,,0,0,0,1,,,,0,0,0,1,3,202505160710,35.10924329395108,138.9124954,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032239.202505160710,85,22,5110115,1,20250516,710,116,14,0,0,0,0,0,107,21,0,0,0,0,0,3,202505160710,35.138890033989775,138.739584,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032240.202505160710,85,22,5110120,1,20250516,710,188,21,0,0,0,0,0,139,25,0,0,0,0,0,3,202505160710,35.06126803388831,138.536991,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032241.202505160710,85,22,5110125,1,20250516,710,93,4,0,0,0,0,0,101,4,0,0,0,0,0,3,202505160710,34.99945503380712,138.431978,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032242.202505160710,85,22,5110130,1,20250516,710,275,19,0,0,0,0,0,201,31,0,0,0,0,0,3,202505160710,35.00292603381168,138.37946,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25032243.202505160710,85,22,5110135,1,20250516,710,202,15,0,0,0,0,0,201,26,0,0,0,0,0,3,202505160710,34.9427310337323,138.326229,,,,,,,,,,,,,,,,,
